ID,NPostedQuestionsByUser,AvgAnswerTime,Num_of_images,Num_code_Snippets,Body_Length,Title_Length,End_Question_mark,Begin_Question_word,IS_Weekend,TagFrequency,numofPopulartags_25Threshold,numofPopulartags_50Threshold,numofPopulartags_100Threshold,ActiveSubscribers_10Threshold,ActiveSubscribers_20Threshold,ActiveSubscribers_30Threshold,PercentActiveSubscribers_10Threshold,PercentActiveSubscribers_20Threshold,PercentActiveSubscribers_30Threshold,Subscribers,ResponsiveSubscribers,PercentResponsiveSubscribers,UserReputation,FirstAnswerTime,Class
26154128,0,17,1,4,3651,64,1,0,0,26358,5,5,5,581,218,119,0.012,0.004,0.002,38783,20755,0.547,105,15,1
26147060,5,44,0,0,613,52,0,0,0,8002,4,4,4,157,65,36,0.011,0.001,0.001,10356,4402,0.199,17,5,1
26147077,0,17,0,1,4168,69,0,0,0,15456,4,4,4,311,118,65,0.008,0.003,0.002,20520,9754,0.399,94,243,2
26147096,2,124,0,0,159,35,0,0,0,4441,2,2,2,52,19,9,0.009,0.003,0.001,5697,1950,0.336,197,42,2
26147113,18,297,0,6,1867,65,0,0,0,20907,5,5,5,433,167,94,0.012,0.005,0.003,28931,14237,0.461,226,18,1
26147127,3,90,0,1,7796,34,1,0,0,11762,1,1,1,254,106,63,0.004,0.002,0.001,16534,7678,0.369,7,32,2
26147128,9,28,0,2,448,41,0,0,0,13083,3,3,3,271,115,64,0.011,0.004,0.002,17359,7751,0.512,825,2,1
26147212,0,17,0,1,7635,28,0,0,0,8469,2,2,1,169,74,45,0.005,0.002,0.001,11630,5143,0.187,11,1440,3
26150585,1,1440,0,3,486,27,0,0,0,11277,3,3,3,225,85,46,0.012,0.004,0.002,13445,4560,0.3,65,5,1
26150610,0,17,0,2,790,29,0,0,0,637,2,2,2,14,4,2,0.011,0.003,0.002,879,350,0.353,0,25,1
26150617,0,17,0,2,1208,25,0,0,0,23905,2,2,2,510,212,126,0.01,0.003,0.002,33453,15486,0.4,0,12,1
26145841,18,269,0,4,2475,39,1,0,0,12088,4,4,4,256,107,64,0.006,0.003,0.002,16914,7806,0.383,2486,13,1
26145907,0,17,0,2,1287,42,0,0,0,25243,2,2,2,528,217,129,0.012,0.004,0.002,35425,16353,0.443,0,17,1
26147297,0,17,0,0,671,116,1,0,0,10677,2,2,2,166,56,32,0.012,0.004,0.002,13991,6967,0.418,12192,65,2
26147311,1,1440,0,4,2500,65,1,0,0,9860,2,2,2,206,85,51,0.004,0.002,0.001,13702,6260,0.163,2348,3,1
26147344,2,767,0,0,229,70,0,0,0,21048,2,2,2,451,175,100,0.016,0.007,0.003,27844,13950,0.352,3114,21,1
26153518,0,17,0,2,2352,72,0,0,0,4352,2,2,2,85,34,17,0.003,0.001,0.001,5038,1654,0.126,196,784,3
26154637,1,875,0,1,1049,61,0,0,0,2582,3,3,3,45,28,16,0.007,0.003,0.002,3253,1167,0.3,6,11,1
26154660,0,17,0,0,2055,105,0,0,0,783,3,3,3,4,1,1,0.005,0.002,0.002,874,301,0.348,0,358,3
26154712,1,137,0,1,1727,95,0,0,0,1669,3,3,3,8,2,1,0.005,0.001,0.001,1499,289,0.187,145,157,2
26147662,0,17,0,2,8456,46,0,0,0,24645,5,5,5,530,202,112,0.011,0.004,0.002,34682,18061,0.485,148,9,1
26147697,10,297,0,3,627,45,0,0,0,524,2,2,1,8,5,3,0.007,0.004,0.003,625,135,0.232,697,24,1
26156476,0,17,0,0,663,25,0,0,0,11666,1,1,1,219,85,54,0.015,0.006,0.004,14320,5683,0.397,0,20,1
26156510,3,523,0,4,574,44,0,0,0,3488,2,2,2,68,42,25,0.012,0.009,0.003,4301,1521,0.229,312,20,1
26156618,0,17,0,1,832,36,0,0,0,6293,3,3,3,132,59,37,0.007,0.003,0.002,9361,4498,0.484,3,17,1
26157852,0,17,0,0,784,97,0,0,0,566,3,3,3,1,0,0,0.002,0,0,691,167,0.234,51,321,3
26157888,8,256,0,7,2004,32,0,0,0,10159,4,4,4,217,84,48,0.004,0.002,0.001,13606,6951,0.416,518,53,2
26156750,3,360,0,1,600,67,0,0,0,432,3,2,2,2,0,0,0.003,0,0,445,92,0.179,17,17,1
26156775,0,17,0,1,1252,46,0,0,0,29196,3,3,3,619,231,128,0.01,0.004,0.002,40571,20842,0.43,3,46,2
26153418,5,369,0,2,455,60,0,0,0,15987,5,5,5,295,118,64,0.012,0.005,0.003,18434,6777,0.318,464,1440,3
26156733,4,205,0,3,890,35,0,0,0,7633,1,1,1,215,92,54,0.016,0.007,0.004,13636,6916,0.507,811,889,3
26156776,3,68,0,2,2574,89,0,0,0,19169,2,2,2,376,130,74,0.012,0.004,0.002,26908,14055,0.453,27,1440,3
26158549,9,164,0,0,476,59,0,0,0,7009,4,4,4,116,44,22,0.007,0.002,0.001,8503,2636,0.333,653,19,1
26158604,0,17,0,3,1801,37,0,0,0,1153,3,3,3,11,5,4,0.006,0.004,0.004,1221,253,0.211,21,17,1
26153056,6,926,0,1,417,43,0,0,0,3742,3,3,3,28,12,8,0.006,0.003,0.002,4949,2166,0.405,345,1440,3
26153076,0,17,0,3,897,58,1,1,0,388,1,1,1,4,3,2,0.01,0.007,0.005,418,65,0.156,132,83,2
26153092,1,191,0,3,1032,63,0,0,0,293,2,2,2,2,1,1,0.008,0.003,0.003,319,90,0.254,170,1164,3
26153115,18,310,0,0,364,53,0,0,0,14480,3,3,2,275,110,58,0.015,0.004,0.002,16647,6381,0.232,878,496,3
26156125,1,213,0,12,2971,58,0,0,0,2009,2,2,2,28,12,8,0.011,0.005,0.003,2483,819,0.325,22513,68,2
26156139,0,17,0,1,754,47,0,0,0,30121,4,4,4,626,233,128,0.012,0.004,0.002,43158,22751,0.518,0,2,1
26146124,0,17,0,9,1905,70,0,0,0,4904,3,3,3,97,43,27,0.004,0.002,0.001,6940,3151,0.319,12835,8,1
26146144,1,219,0,3,977,48,1,0,0,8788,2,2,2,169,74,45,0.005,0.002,0.001,12042,5241,0.433,20,186,2
26146227,0,17,0,2,236,41,0,0,0,3933,2,2,2,87,40,23,0.013,0.006,0.003,7412,4134,0.494,0,1,1
26146308,0,17,0,2,2734,56,0,0,0,13101,3,3,3,260,109,61,0.006,0.003,0.002,16838,7202,0.296,4262,1037,3
26149837,50,165,1,1,1139,58,0,0,0,4442,1,1,1,92,34,22,0.016,0.006,0.004,5593,1901,0.34,172,22,1
26158188,0,17,0,1,184,32,0,0,0,13387,2,2,1,290,112,65,0.005,0.002,0.001,17942,9195,0.532,0,2,1
26158197,0,17,0,1,799,77,1,0,0,20967,2,2,1,401,162,86,0.008,0.003,0.002,24246,9482,0.369,0,18,1
26149753,10,117,0,2,287,41,1,1,0,364,2,2,2,6,2,1,0.01,0.003,0.001,504,124,0.246,321,10,1
26151405,0,17,0,7,2818,30,0,0,0,1756,4,4,3,14,8,4,0.01,0.007,0.002,2010,702,0.211,0,1440,3
26151425,0,17,0,2,953,52,1,0,0,11056,4,4,4,212,87,52,0.006,0.003,0.001,15321,7076,0.23,4240,152,2
26151441,7,194,0,0,374,40,0,0,0,53820,1,1,1,1169,448,245,0.016,0.006,0.003,73481,36564,0.498,628,32,2
26152009,42,288,5,0,1989,91,1,1,0,52,2,2,0,0,0,0,0.004,0,0,55,11,0.139,5563,929,3
26149185,2,23,0,0,765,52,0,0,0,6936,3,3,3,143,66,39,0.013,0.005,0.003,10286,5248,0.406,3,5,1
26159441,0,17,0,1,2472,31,0,0,0,28803,3,2,2,619,231,128,0.01,0.004,0.002,40165,20742,0.435,0,16,1
26159459,0,17,0,3,1194,42,0,0,0,8252,3,3,3,156,60,30,0.007,0.003,0.002,12714,6699,0.423,1,104,2
26159534,0,17,0,1,599,27,0,0,0,5563,2,1,1,128,58,36,0.005,0.002,0.001,8136,3891,0.218,11,7,1
26158682,3,571,0,0,1503,67,0,0,0,8294,5,5,5,163,67,37,0.006,0.002,0.001,10827,4694,0.379,29,583,3
26158716,0,17,0,1,902,38,0,0,0,2949,3,3,3,78,33,19,0.008,0.004,0.002,5400,2835,0.567,0,15,1
26158732,7,148,0,1,1246,39,0,0,0,15954,3,3,3,340,142,85,0.01,0.005,0.003,22402,10370,0.406,26,21,1
26158746,0,17,0,3,1785,19,0,0,0,1748,3,3,3,13,7,5,0.005,0.003,0.002,2007,720,0.387,13,28,1
26153132,4,756,0,1,576,38,0,0,0,21836,2,2,2,462,177,99,0.01,0.004,0.002,29271,14082,0.324,10,783,3
26148500,13,242,0,4,4766,100,0,0,0,21945,3,3,3,462,177,99,0.01,0.004,0.002,29420,14162,0.471,460,103,2
26148534,0,17,0,0,657,50,0,0,0,466,3,2,2,2,0,0,0.01,0.001,0.001,574,224,0.225,0,2,1
26148565,7,28,0,1,3005,50,1,0,0,21927,4,4,4,465,173,96,0.008,0.003,0.002,30703,15907,0.547,16,4,1
26148600,2,1440,0,2,2757,41,0,0,0,3225,3,3,3,48,20,12,0.006,0.002,0.001,4240,1393,0.258,9434,442,3
26148732,1,71,0,1,1701,42,1,0,0,13212,4,4,4,274,113,68,0.009,0.003,0.002,18180,8198,0.363,6,10,1
26155005,0,17,0,0,750,41,0,0,0,4956,3,3,3,99,44,27,0.005,0.002,0.001,6931,3085,0.292,333,265,2
26149016,0,17,0,1,974,34,0,0,0,18350,4,4,4,374,152,86,0.012,0.004,0.002,23808,10197,0.278,0,5,1
26149067,19,96,0,3,592,45,0,0,0,43190,2,2,2,929,347,193,0.015,0.006,0.003,60227,31108,0.522,27061,4,1
26147799,4,781,0,3,4663,63,0,0,0,10580,4,4,4,210,88,49,0.007,0.003,0.002,13707,5889,0.419,5360,6,1
26145994,4,228,0,0,165,33,1,1,0,332,1,1,1,8,3,2,0.016,0.006,0.004,507,144,0.284,2755,69,2
26152621,0,17,0,1,1632,43,0,0,0,106,1,1,1,1,1,0,0.005,0.003,0,147,19,0.275,0,57,2
26152657,0,17,0,1,2056,99,0,0,0,709,2,1,1,13,8,5,0.004,0.002,0.002,1203,507,0.456,0,7,1
26153802,0,17,0,0,589,71,1,0,0,7769,5,5,5,145,57,33,0.008,0.003,0.001,12228,6180,0.554,0,13,1
26153825,1,367,0,3,1235,38,0,0,0,4855,1,1,1,66,26,11,0.012,0.005,0.002,5342,1548,0.29,14,176,2
26153843,5,148,0,4,1852,60,0,0,0,8722,5,4,4,182,70,39,0.007,0.003,0.001,11455,5646,0.224,2509,181,2
26152666,0,17,0,0,510,41,1,0,0,4532,5,5,5,84,37,23,0.007,0.003,0.002,6166,2685,0.326,11,451,3
26154386,0,17,0,0,610,37,0,0,0,10507,2,2,2,200,81,43,0.006,0.004,0.003,12140,4738,0.153,4,31,2
26154520,18,112,0,1,1667,60,0,0,0,8925,2,2,2,200,90,55,0.012,0.005,0.003,13017,6205,0.463,963,47,2
26153893,1,14,0,1,1207,53,0,0,0,33030,3,3,3,738,282,151,0.015,0.006,0.003,48919,26006,0.542,65,22,1
26153920,3,6,0,3,632,68,0,0,0,3892,2,2,2,107,46,27,0.008,0.003,0.002,6935,3523,0.534,30,2,1
26153925,4,186,0,2,576,47,0,0,0,3475,2,2,2,67,42,25,0.008,0.005,0.003,4298,1536,0.346,112,20,1
26153945,3,4,0,1,1352,28,0,0,0,13570,2,2,2,256,112,68,0.008,0.004,0.002,18573,8176,0.422,52,22,1
26155805,4,433,0,3,1982,68,0,0,0,8737,3,3,3,169,74,45,0.005,0.002,0.001,12105,5349,0.379,2374,5,1
26155839,1,102,0,2,812,33,0,0,0,2052,4,4,4,8,5,4,0.004,0.003,0.002,2024,809,0.417,996,4,1
26155882,0,17,0,0,93,43,0,0,0,7622,2,2,2,142,56,29,0.006,0.002,0.001,8757,2838,0.289,61,12,1
26155900,0,17,0,3,4631,27,0,0,0,16292,3,3,3,341,142,85,0.007,0.003,0.002,22724,10497,0.449,0,3,1
26155907,2,37,0,1,538,39,1,1,0,15748,2,2,2,338,141,84,0.005,0.002,0.001,22130,10257,0.239,22,7,1
26156493,0,17,0,0,545,49,0,0,0,10726,3,2,2,201,81,43,0.005,0.002,0.001,12430,4872,0.334,0,9,1
26156509,0,17,0,3,754,45,0,0,0,14131,2,2,2,259,112,68,0.009,0.004,0.002,18965,8018,0.32,85,89,2
26153466,3,407,0,8,3047,37,0,0,0,1171,3,3,3,15,5,3,0.01,0.003,0.002,1485,689,0.465,116,1012,3
26152706,0,17,0,1,2060,120,0,0,0,2389,1,1,1,46,19,11,0.017,0.007,0.004,2765,867,0.314,1,119,2
26150117,0,17,0,2,1305,58,1,1,0,4464,3,2,2,91,39,24,0.005,0.002,0.001,6302,2854,0.414,0,48,2
26149104,4,423,0,1,2557,30,0,0,0,247,2,2,2,1,0,0,0.003,0.001,0.001,242,55,0.338,6,1440,3
26147868,18,278,3,1,2826,57,0,1,0,5420,3,2,1,106,42,22,0.004,0.002,0.001,6293,2077,0.306,1658,145,2
26147900,0,17,0,3,2067,31,0,0,0,28284,2,2,2,568,211,124,0.014,0.005,0.003,38167,19953,0.53,8,22,1
26147909,2,574,0,5,744,110,1,0,0,16909,2,2,2,317,129,80,0.013,0.005,0.003,24436,13195,0.54,6,4,1
26147952,0,17,0,3,1134,23,0,0,0,8615,4,4,3,177,68,40,0.006,0.002,0.002,11314,5676,0.388,0,9,1
26151552,20,33,0,2,2072,46,0,0,0,14950,3,3,3,282,116,65,0.01,0.004,0.002,19168,8141,0.387,88,11,1
26151622,1,19,0,0,1629,63,1,0,0,25,1,0,0,1,0,0,0.04,0,0,25,10,0.4,759,79,2
26151788,1,1421,0,0,346,17,0,0,0,13714,3,3,3,272,114,63,0.01,0.004,0.002,17901,7584,0.348,19,23,1
26151811,0,17,0,2,9404,79,0,0,0,24659,2,2,2,525,218,131,0.013,0.005,0.004,34606,16079,0.466,36,74,2
26146393,1,51,0,0,1064,63,0,0,0,22237,4,4,4,471,177,97,0.011,0.004,0.002,31461,16312,0.593,20,19,1
26146410,0,17,0,5,1133,37,0,0,0,5160,4,3,3,105,49,29,0.008,0.004,0.002,7650,3942,0.505,0,19,1
26146412,2,725,1,5,1260,48,0,0,0,16500,1,1,1,266,86,54,0.012,0.004,0.002,22641,12387,0.547,108,8,1
26146462,0,17,0,0,302,52,1,0,0,20,1,1,0,0,0,0,0,0,0,16,5,0.109,281,1440,3
26146512,1,964,0,2,544,59,0,0,0,9464,3,3,3,187,79,47,0.011,0.004,0.002,13447,5889,0.457,1637,5,1
26146578,0,17,0,2,935,61,0,0,0,6054,2,2,2,111,42,27,0.011,0.003,0.002,7472,2980,0.42,740,2,1
26146629,0,17,0,3,529,47,0,0,0,32561,1,1,1,689,247,141,0.015,0.005,0.003,46974,25653,0.546,0,2,1
26143351,0,17,0,6,2671,84,1,0,0,8259,1,1,1,133,43,27,0.006,0.002,0.001,11335,6200,0.515,0,54,2
26145759,2,726,0,3,723,40,0,0,0,15373,4,4,4,332,145,85,0.012,0.005,0.003,21430,10128,0.448,366,4,1
26151689,0,17,0,1,392,30,0,0,0,5845,1,1,1,109,42,27,0.008,0.003,0.002,7172,2845,0.338,740,6,1
26151796,0,17,0,2,6067,71,0,0,0,20083,5,5,5,421,164,95,0.012,0.004,0.003,28981,15639,0.505,1,280,2
26151830,0,17,0,6,1560,38,0,0,0,6839,1,1,1,135,84,50,0.016,0.01,0.006,8464,3028,0.358,0,43,2
26150367,0,17,0,0,215,51,0,0,0,289,1,1,1,3,2,1,0.005,0.003,0.002,327,83,0.129,0,968,3
26150494,5,83,0,4,747,51,1,1,0,6944,4,4,4,138,61,38,0.015,0.006,0.004,9522,4418,0.365,370,3,1
26150508,0,17,0,5,2476,60,0,0,0,13498,2,2,2,257,113,69,0.009,0.004,0.003,18249,7995,0.392,1,15,1
26150526,0,17,0,4,1330,44,0,0,0,23239,3,3,3,473,176,97,0.009,0.003,0.002,32079,16485,0.379,0,1274,3
26152738,0,17,0,2,3156,48,0,0,0,5993,3,3,3,132,59,37,0.01,0.004,0.002,8545,3964,0.25,65,85,2
26154412,0,17,0,2,1633,32,0,0,0,16208,3,3,3,339,141,84,0.006,0.002,0.001,23044,10871,0.571,0,86,2
26152463,1,4,0,3,1639,32,0,0,0,16436,3,3,3,336,124,72,0.01,0.003,0.002,23544,12417,0.534,3,23,1
26153618,0,17,0,3,2206,74,1,0,0,47012,1,1,1,1016,424,253,0.015,0.006,0.004,66093,30699,0.464,68,596,3
26153650,0,17,0,2,658,64,0,0,0,28853,3,3,3,619,232,129,0.012,0.005,0.003,40233,20762,0.444,1,34,2
26153652,0,17,0,2,1372,25,0,0,0,22203,3,3,3,462,177,99,0.01,0.004,0.002,29642,14247,0.445,90,136,2
26153736,0,17,0,5,1829,62,0,0,0,19174,5,5,5,372,135,78,0.009,0.003,0.002,26273,13878,0.524,115,33,2
26153743,0,17,0,0,1224,89,1,0,0,1136,2,2,1,5,1,0,0.007,0,0,1577,568,0.386,1,3,1
26152348,0,17,0,0,759,20,0,0,0,15980,3,3,3,338,141,84,0.005,0.002,0.001,22510,10458,0.457,16,12,1
26152407,0,17,0,1,1664,38,0,0,0,4135,1,1,1,57,27,15,0.013,0.006,0.003,4498,1663,0.37,1,13,1
26144186,0,17,0,1,457,44,0,0,0,1564,2,2,2,6,1,0,0.004,0.002,0,1679,339,0.225,1,26,1
26144222,0,17,0,1,354,27,0,0,0,23596,2,2,2,508,212,126,0.008,0.003,0.002,33225,15457,0.534,0,2,1
26143119,4,841,0,0,469,43,0,0,0,10205,4,4,4,192,68,38,0.008,0.002,0.001,13891,6979,0.335,29,18,1
26143153,18,169,0,3,1467,27,0,0,0,3622,2,2,2,63,28,16,0.022,0.003,0.002,4382,1396,0.185,438,304,3
26143169,2,9,0,2,864,47,0,0,0,43190,2,2,2,929,347,193,0.015,0.006,0.003,60227,31108,0.522,6,6,1
26143184,3,969,0,7,1463,33,0,0,0,79,3,3,1,0,0,0,0.006,0,0,113,15,0.144,320,145,2
26143203,0,17,0,0,1332,63,1,0,0,16427,2,2,2,343,142,85,0.007,0.003,0.002,22834,10434,0.269,1,44,2
26153310,0,17,0,0,190,70,0,0,0,3832,3,3,3,90,37,20,0.008,0.003,0.002,7295,3910,0.547,0,8,1
26153383,0,17,0,0,484,49,0,0,0,1835,3,3,3,12,1,0,0.005,0,0,2204,721,0.292,50,1086,3
26153560,2,21,0,11,3242,37,0,0,0,16386,2,2,2,344,123,70,0.007,0.003,0.002,23702,12944,0.547,641,15,1
26153585,5,59,0,1,2368,29,0,0,0,21646,2,2,2,403,163,86,0.009,0.004,0.002,25099,9902,0.439,22,45,2
26153644,0,17,0,1,893,27,0,0,0,40068,1,1,1,870,337,195,0.016,0.006,0.004,53694,27519,0.513,0,10,1
26143233,0,17,0,1,491,53,0,0,0,44443,2,2,2,909,374,213,0.016,0.007,0.004,57256,24819,0.428,1680,3,1
26143436,0,17,0,1,272,41,0,0,0,22024,4,4,3,465,173,96,0.008,0.003,0.002,30744,15842,0.467,1,4,1
26141094,4,116,0,0,262,56,0,0,0,26347,5,5,4,581,218,119,0.012,0.004,0.002,38755,20737,0.504,174,31,2
26154120,6,15,0,3,720,34,0,0,0,23893,2,2,2,510,213,126,0.009,0.004,0.002,33819,15872,0.571,38,4,1
26154145,0,17,0,4,953,102,1,0,0,1038,1,1,1,27,9,5,0.017,0.006,0.003,1546,639,0.413,443,11,1
26154338,0,17,0,7,1471,75,0,0,0,8801,3,3,3,172,68,36,0.011,0.004,0.002,10363,3427,0.31,31,23,1
26155038,0,17,0,3,570,53,0,0,0,4431,3,3,2,86,29,17,0.011,0.002,0.001,6063,1981,0.218,1,79,2
26155145,0,17,0,0,526,49,1,0,0,19674,3,3,3,399,152,82,0.011,0.006,0.002,26581,13040,0.339,114,115,2
26144806,5,84,0,0,465,111,1,0,0,10652,4,3,3,208,86,51,0.004,0.002,0.001,14705,6620,0.333,1603,1440,3
26144821,0,17,4,1,3760,86,0,0,0,378,1,1,1,1,0,0,0.001,0,0,348,59,0.085,29,46,2
26144822,3,356,0,7,1765,35,0,0,0,9474,4,3,2,203,85,50,0.004,0.002,0.001,13333,6180,0.346,2292,17,1
26144904,4,394,0,1,500,46,0,0,0,8294,2,2,1,133,43,27,0.006,0.002,0.001,11365,6209,0.446,393,21,1
26150801,0,17,0,3,2926,76,0,0,0,23960,4,4,4,462,189,107,0.009,0.004,0.002,30938,13355,0.45,0,15,1
26150819,20,19,0,1,424,62,0,0,0,10264,3,3,3,209,86,48,0.007,0.002,0.001,14249,6540,0.555,250,3,1
26153750,6,340,0,6,1628,42,0,0,0,41875,1,1,1,802,325,173,0.017,0.007,0.004,48420,18940,0.391,13,18,1
26154301,0,17,0,0,400,57,0,0,0,9101,3,3,3,173,68,36,0.012,0.004,0.002,10620,3471,0.291,75,9,1
26154328,0,17,0,1,377,40,0,0,0,1393,1,1,1,17,8,2,0.009,0.004,0.001,1821,912,0.501,0,56,2
26154369,0,17,0,1,2518,41,1,0,0,10338,2,2,2,208,88,54,0.011,0.004,0.002,14513,6518,0.387,1,6,1
26155053,0,17,0,2,4075,43,0,0,0,7996,4,4,4,143,62,36,0.007,0.003,0.001,10568,4370,0.3,1,81,2
26153148,2,9,0,1,628,26,0,0,0,129,1,1,1,2,0,0,0.007,0,0,151,22,0.141,18,17,1
26158807,3,34,0,1,1066,42,1,0,0,1542,3,3,2,19,9,5,0.004,0.002,0.001,1707,629,0.387,13,5,1
26159040,0,17,0,5,7728,60,0,0,0,766,4,3,2,1,0,0,0.001,0,0,638,154,0.213,8,163,2
26159083,0,17,0,2,1955,65,0,0,0,162,2,2,1,5,3,1,0.021,0.007,0.004,254,61,0.244,0,15,1
26159097,0,17,0,2,641,36,0,0,0,3409,3,3,3,75,31,18,0.008,0.003,0.002,5731,2791,0.422,38,11,1
26159122,6,254,0,0,221,47,0,0,0,11280,4,4,4,228,87,50,0.009,0.003,0.001,15002,7368,0.364,106,1440,3
26159165,9,342,1,0,239,39,0,0,0,853,4,4,4,3,1,0,0.008,0.001,0.001,927,220,0.15,3806,15,1
26159217,0,17,0,4,1368,57,0,0,0,31463,3,3,3,634,235,131,0.012,0.004,0.002,43570,22289,0.499,0,2,1
26159883,3,17,0,2,952,57,0,1,0,249,1,1,1,2,1,1,0.004,0.002,0.002,317,79,0.358,8937,1,1
26159892,1,131,0,3,2504,63,0,0,0,15329,3,3,3,307,118,69,0.009,0.003,0.002,19846,9894,0.426,77,8,1
26156189,2,819,0,2,1006,21,0,0,0,9575,5,4,4,180,72,39,0.007,0.002,0.001,12128,5117,0.271,16,33,2
26156207,0,17,0,1,575,47,0,0,0,7563,3,3,2,142,56,29,0.006,0.002,0.001,8639,2821,0.281,1,1440,3
26156243,0,17,0,0,257,77,0,0,0,10611,3,3,3,200,81,43,0.004,0.002,0.001,12254,4779,0.239,27,2,1
26156259,0,17,0,7,4806,42,0,0,0,11168,5,5,5,195,77,42,0.009,0.003,0.002,14158,5958,0.411,0,8,1
26156777,0,17,0,1,1659,70,0,0,0,28240,4,4,4,616,230,127,0.013,0.005,0.002,40726,21621,0.466,0,6,1
26156816,5,24,0,0,219,31,0,0,0,29664,3,3,3,606,249,142,0.015,0.004,0.002,38196,16550,0.339,63,14,1
26158279,2,725,3,3,1235,84,0,0,0,1513,4,4,4,8,0,0,0.003,0,0,1691,471,0.273,164,1440,3
26158313,0,17,0,4,410,42,0,0,0,1149,3,3,1,14,5,2,0.005,0.001,0,1440,520,0.258,1177,522,3
26157922,4,11,0,13,2140,41,0,0,0,8855,2,2,2,177,77,47,0.01,0.004,0.003,12192,5346,0.358,237,59,2
26151790,1,9,0,4,2508,34,0,0,0,3894,5,5,5,31,9,5,0.006,0.002,0.001,4656,1653,0.302,632,52,2
26150456,0,17,0,1,844,58,0,0,0,980,2,2,2,16,4,1,0.005,0.002,0,1744,590,0.342,0,19,1
26151357,0,17,0,2,804,29,1,1,0,18456,1,1,1,388,164,92,0.008,0.003,0.002,24115,10545,0.509,0,5,1
26151372,0,17,0,5,1881,61,0,0,0,47012,1,1,1,1016,424,253,0.015,0.006,0.004,66093,30699,0.464,0,7,1
26151909,1,2,2,2,902,39,0,0,0,15169,3,3,3,349,133,70,0.01,0.004,0.002,24530,13860,0.511,84,9,1
26150553,0,17,0,1,385,61,1,0,0,1038,1,1,1,27,9,5,0.017,0.006,0.003,1546,639,0.413,0,3,1
26150639,1,8,0,4,1280,34,0,0,0,12500,5,5,5,267,116,68,0.012,0.005,0.003,17388,8198,0.414,70,22,1
26152191,34,308,0,5,803,67,0,0,0,997,1,1,1,17,10,6,0.014,0.008,0.005,1191,256,0.215,137,966,3
26152610,0,17,0,2,472,63,0,0,0,1138,4,4,3,14,7,4,0.007,0.002,0.001,1626,742,0.464,0,26,1
26156783,0,17,0,2,1673,74,1,0,0,22047,4,4,4,427,167,93,0.011,0.004,0.002,27430,12465,0.45,0,45,2
26156824,0,17,0,1,821,44,0,0,0,22636,2,2,2,523,199,105,0.014,0.005,0.003,36638,20727,0.564,0,5,1
26156828,0,17,0,3,726,19,0,0,0,40068,1,1,1,870,337,195,0.016,0.006,0.004,53694,27519,0.513,2200,5,1
26158232,3,28,0,2,1069,22,0,0,0,11287,3,2,2,211,86,53,0.009,0.003,0.002,16306,8801,0.469,57,10,1
26156559,1,36,0,4,701,28,0,0,0,7205,4,4,3,132,57,34,0.014,0.003,0.002,9638,4059,0.287,138,256,2
26152956,2,259,0,3,471,42,0,0,0,13613,2,2,2,291,113,65,0.006,0.003,0.001,18224,9272,0.438,1538,14,1
26152999,0,17,0,3,1362,52,0,0,0,3484,2,2,2,68,42,25,0.011,0.005,0.003,4320,1541,0.331,39,59,2
26156016,0,17,0,0,1172,30,0,0,0,1705,3,3,3,9,3,2,0.002,0.001,0,1799,455,0.228,8,60,2
26156064,0,17,0,2,2438,37,0,0,0,9442,4,3,3,199,84,47,0.015,0.006,0.005,12306,5303,0.208,1,168,2
26156577,4,174,0,3,708,31,1,0,0,18182,5,5,5,342,128,71,0.012,0.004,0.002,24226,11247,0.415,98,10,1
26151190,0,17,0,1,1402,54,1,0,0,16338,3,3,3,339,141,84,0.006,0.002,0.001,23181,10902,0.561,0,8,1
26151239,2,16,0,22,1750,79,0,0,0,6253,4,4,4,138,63,39,0.008,0.003,0.002,9508,4923,0.462,186,5,1
26151240,0,17,0,0,964,70,0,0,0,56,2,2,0,0,0,0,0.003,0.003,0.003,59,5,0.067,11,533,3
26151288,1,377,0,1,1593,73,0,0,0,6059,3,3,2,129,58,36,0.006,0.002,0.001,8959,4294,0.507,15,7,1
26151506,0,17,0,2,2976,34,0,0,0,11346,4,4,4,201,81,43,0.005,0.002,0.001,12963,4957,0.325,79,1021,3
26151509,3,10,0,3,724,56,0,0,0,314,3,3,2,2,1,0,0.004,0.002,0.001,521,187,0.248,38,99,2
26151524,0,17,0,2,843,61,1,0,0,28903,4,4,4,617,230,127,0.012,0.004,0.002,41638,22097,0.527,0,3,1
26151540,2,6,0,3,743,70,0,0,0,42149,3,3,3,909,344,193,0.016,0.006,0.003,58049,29912,0.519,1312,13,1
26151573,0,17,0,1,1476,42,0,0,0,10378,4,4,4,198,82,46,0.006,0.002,0.001,13262,5626,0.293,0,1097,3
26151589,0,17,1,1,1085,34,0,0,0,444,2,2,2,3,2,1,0.009,0.009,0.002,354,46,0.088,108,16,1
26151609,0,17,0,8,1373,52,0,0,0,16045,3,3,3,342,142,84,0.007,0.003,0.001,22680,10595,0.535,3506,18,1
26151673,0,17,0,1,26494,37,0,0,0,24437,2,2,2,518,214,128,0.013,0.004,0.003,34040,15607,0.362,0,1440,3
26151726,2,10,0,2,1224,47,0,0,0,16071,3,2,2,340,141,84,0.006,0.002,0.001,22717,10655,0.563,51,2,1
26157344,1,6,0,6,1115,45,0,0,0,8593,3,3,3,196,88,53,0.015,0.006,0.003,13243,6829,0.493,15,7,1
